workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,1,2026-06-14T17:55:48.000Z,0.000,,135,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,2,2026-06-14T17:55:49.000Z,1.000,,135,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,3,2026-06-14T17:55:52.000Z,4.000,,135,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,4,2026-06-14T17:55:54.000Z,6.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,5,2026-06-14T17:55:57.000Z,9.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,6,2026-06-14T17:55:59.000Z,11.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,7,2026-06-14T17:56:02.000Z,14.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,8,2026-06-14T17:56:03.000Z,15.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,9,2026-06-14T17:56:05.000Z,17.000,,133,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,10,2026-06-14T17:56:06.000Z,18.000,,135,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,11,2026-06-14T17:56:07.000Z,19.000,,135,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,12,2026-06-14T17:56:09.000Z,21.000,,136,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,13,2026-06-14T17:56:10.000Z,22.000,,136,,,,,,
2026-06-14,training,Postrun Yoga,Just a followup after run. Doing it relaxes all the tensed muscle in my body. I think its a great way slowing down my heartbeat after run.,2026-06-14_19-55-44_hk_1781459744.fit,14,2026-06-14T17:56:12.000Z,24.000,,136,,,,,,
