workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,1,2026-04-26T09:44:47.000Z,0.000,,120,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,2,2026-04-26T09:44:49.000Z,2.000,,120,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,3,2026-04-26T09:44:51.000Z,4.000,,120,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,4,2026-04-26T09:44:52.000Z,5.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,5,2026-04-26T09:44:54.000Z,7.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,6,2026-04-26T09:44:56.000Z,9.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,7,2026-04-26T09:44:57.000Z,10.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,8,2026-04-26T09:44:59.000Z,12.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,9,2026-04-26T09:45:01.000Z,14.000,,123,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,10,2026-04-26T09:45:02.000Z,15.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,11,2026-04-26T09:45:04.000Z,17.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,12,2026-04-26T09:45:07.000Z,20.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,13,2026-04-26T09:45:09.000Z,22.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,14,2026-04-26T09:45:12.000Z,25.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,15,2026-04-26T09:45:14.000Z,27.000,,126,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,16,2026-04-26T09:45:16.000Z,29.000,,133,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,17,2026-04-26T09:45:17.000Z,30.000,,133,,,,,,
2026-04-26,training,Postrun Yoga,"Oh…this is a blessing after the running. Every time I does it after a workout session I feel all the muscles in my body.

Its like a massage.",2026-04-26_11-40-57_hk_1777196457.fit,18,2026-04-26T09:45:19.000Z,32.000,,133,,,,,,
