workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,1,2026-05-07T07:06:25.000Z,0.000,,125,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,2,2026-05-07T07:06:26.000Z,1.000,,125,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,3,2026-05-07T07:06:28.000Z,3.000,,125,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,4,2026-05-07T07:06:29.000Z,4.000,,125,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,5,2026-05-07T07:06:31.000Z,6.000,,121,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,6,2026-05-07T07:06:34.000Z,9.000,,121,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,7,2026-05-07T07:06:36.000Z,11.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,8,2026-05-07T07:06:37.000Z,12.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,9,2026-05-07T07:06:39.000Z,14.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,10,2026-05-07T07:06:42.000Z,17.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,11,2026-05-07T07:06:44.000Z,19.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,12,2026-05-07T07:06:47.000Z,22.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,13,2026-05-07T07:06:49.000Z,24.000,,119,,,,,,
2026-05-07,training,Postrun Exercises,After run regular stretching and Yoga becomes a habit now. But nice thing is I can feel all my muscle during these short sessions. Its like learning about your body.,2026-05-07_09-06-23_hk_1778137583.fit,14,2026-05-07T07:06:52.000Z,27.000,,119,,,,,,
