workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,1,2026-05-07T06:43:24.000Z,0.000,0.6,,,,,,,
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,2,2026-05-07T06:43:25.000Z,1.000,1.39,76,,,,29.98,50.820462,4.403016
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,3,2026-05-07T06:43:26.000Z,2.000,2.19,77,,,,29.95,50.820462,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,4,2026-05-07T06:43:27.000Z,3.000,2.98,77,,,,29.92,50.820462,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,5,2026-05-07T06:43:28.000Z,4.000,3.77,77,,,,29.9,50.820462,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,6,2026-05-07T06:43:29.000Z,5.000,4.56,77,134,72,,29.88,50.820444,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,7,2026-05-07T06:43:30.000Z,6.000,8.09,77,134,72,,29.87,50.820426,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,8,2026-05-07T06:43:31.000Z,7.000,11.61,84,134,72,,29.87,50.820426,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,9,2026-05-07T06:43:32.000Z,8.000,15.14,84,193,93,,29.86,50.820408,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,10,2026-05-07T06:43:33.000Z,9.000,18.49,84,193,93,,29.86,50.82039,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,11,2026-05-07T06:43:34.000Z,10.000,21.85,84,190,93,,29.86,50.820372,4.403016
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,12,2026-05-07T06:43:35.000Z,11.000,23.86,84,190,89,,29.86,50.820354,4.403016
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,13,2026-05-07T06:43:36.000Z,12.000,25.88,84,190,89,,29.87,50.820336,4.402998
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,14,2026-05-07T06:43:37.000Z,13.000,27.89,84,184,89,,29.87,50.8203,4.40298
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,15,2026-05-07T06:43:38.000Z,14.000,30.48,94,184,88,,29.87,50.820282,4.40298
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,16,2026-05-07T06:43:39.000Z,15.000,33.08,94,177,88,,29.88,50.820264,4.40298
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,17,2026-05-07T06:43:40.000Z,16.000,35.65,94,177,88,,29.88,50.820246,4.402962
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,18,2026-05-07T06:43:41.000Z,17.000,38.22,97,177,81,,29.88,50.820228,4.402962
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,19,2026-05-07T06:43:42.000Z,18.000,40.79,97,187,81,,29.89,50.82021,4.402962
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,20,2026-05-07T06:43:43.000Z,19.000,44.57,97,187,81,,29.89,50.820192,4.402944
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,21,2026-05-07T06:43:44.000Z,20.000,48.35,97,208,79,,29.89,50.820156,4.402944
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,22,2026-05-07T06:43:45.000Z,21.000,50.77,97,208,79,,29.9,50.820138,4.402944
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,23,2026-05-07T06:43:46.000Z,22.000,53.19,97,208,79,2.643,29.9,50.820102,4.402944
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,24,2026-05-07T06:43:47.000Z,23.000,55.61,97,208,80,2.836,29.9,50.820084,4.402944
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,25,2026-05-07T06:43:48.000Z,24.000,58.11,97,208,80,2.779,29.91,50.820066,4.402998
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,26,2026-05-07T06:43:49.000Z,25.000,60.62,97,208,80,2.765,29.91,50.820048,4.403016
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,27,2026-05-07T06:43:50.000Z,26.000,63.13,97,212,81,2.712,29.91,50.820012,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,28,2026-05-07T06:43:51.000Z,27.000,66.17,97,212,81,2.686,29.91,50.819994,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,29,2026-05-07T06:43:52.000Z,28.000,69.21,97,208,81,2.669,29.92,50.819976,4.403034
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,30,2026-05-07T06:43:53.000Z,29.000,71.55,97,208,79,2.653,29.92,50.81994,4.403052
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,31,2026-05-07T06:43:54.000Z,30.000,73.9,97,208,79,2.633,29.92,50.819922,4.40307
2026-05-07,Running,Cloudy Morning Run,"After many grey and rainy days, today I decided to go for a run. In the beginning I was feeling lethargic but the ending of a run is usually good. I felt better, and now I planning to increase the distance with time.",2026-05-07_08-43-23_hk_1778136203.fit,32,2026-05-07T06:43:55.000Z,31.000,76.24,97,206,79,2.651,29.93,50.819904,4.403088
