workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,1,2026-06-09T06:27:44.000Z,0.000,1.13,74,,,,29.95,50.82057,4.402926
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,2,2026-06-09T06:27:45.000Z,1.000,2.68,74,,,,29.92,50.820552,4.402944
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,3,2026-06-09T06:27:46.000Z,2.000,4.24,74,62,70,,29.9,50.820552,4.40298
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,4,2026-06-09T06:27:47.000Z,3.000,6.3,74,62,70,,29.88,50.820552,4.402998
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,5,2026-06-09T06:27:48.000Z,4.000,8.36,74,62,70,,29.87,50.820534,4.403016
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,6,2026-06-09T06:27:49.000Z,5.000,10.42,74,83,70,,29.86,50.820516,4.403052
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,7,2026-06-09T06:27:50.000Z,6.000,13.24,74,83,70,,29.85,50.820498,4.40307
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,8,2026-06-09T06:27:51.000Z,7.000,16.05,74,175,70,,29.85,50.820462,4.403088
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,9,2026-06-09T06:27:52.000Z,8.000,18.69,74,175,72,,29.85,50.820444,4.403106
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,10,2026-06-09T06:27:53.000Z,9.000,21.33,74,175,72,,29.85,50.820408,4.403124
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,11,2026-06-09T06:27:54.000Z,10.000,23.96,74,218,72,,29.86,50.82039,4.403124
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,12,2026-06-09T06:27:55.000Z,11.000,26.06,74,218,73,,29.86,50.820372,4.403142
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,13,2026-06-09T06:27:56.000Z,12.000,28.16,74,218,73,,29.87,50.820336,4.40316
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,14,2026-06-09T06:27:57.000Z,13.000,30.27,74,210,73,,29.87,50.820318,4.40316
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,15,2026-06-09T06:27:58.000Z,14.000,34.11,74,210,75,,29.88,50.8203,4.403178
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,16,2026-06-09T06:27:59.000Z,15.000,37.96,74,211,75,,29.88,50.820264,4.403196
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,17,2026-06-09T06:28:00.000Z,16.000,39.99,74,211,75,,29.89,50.820246,4.403196
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,18,2026-06-09T06:28:01.000Z,17.000,42.03,74,211,76,,29.89,50.82021,4.403196
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,19,2026-06-09T06:28:02.000Z,18.000,44.07,74,207,76,,29.9,50.820192,4.403214
2026-06-09,Running,Morning Run,"It was a light run which felt easy as my stamina is building due to regular practice. Also recovering time is decreasing, which is cool.

Apple watch has some issue from past few runs as it does not monitor heart rate constantly during workout. You can see it in plots. Its ok for now as I don't want to waste money on this expensive gadget.",2026-06-09_08-27-43_hk_1780986463.fit,20,2026-06-09T06:28:03.000Z,19.000,47.77,74,207,76,,29.9,50.820174,4.403214
