workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,1,2026-08-06T16:04:06.000Z,0.000,0.92,,,,,29.96,50.820534,4.402998
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,2,2026-08-06T16:04:07.000Z,1.000,2.48,,,,,29.94,50.820534,4.402998
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,3,2026-08-06T16:04:08.000Z,2.000,4.03,90,,,,29.91,50.820534,4.403016
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,4,2026-08-06T16:04:09.000Z,3.000,5.59,90,,,,29.89,50.820516,4.403016
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,5,2026-08-06T16:04:10.000Z,4.000,7.15,90,,,,29.88,50.820498,4.403034
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,6,2026-08-06T16:04:11.000Z,5.000,8.7,89,,129,,29.86,50.820498,4.403034
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,7,2026-08-06T16:04:12.000Z,6.000,10.26,89,,129,,29.85,50.820462,4.403052
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,8,2026-08-06T16:04:13.000Z,7.000,11.81,89,199,129,,29.84,50.820444,4.403052
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,9,2026-08-06T16:04:14.000Z,8.000,15.08,89,199,105,,29.84,50.820426,4.40307
2026-08-06,Running,Short Morning Run,During last week I have some muscle issue behind my right knee so I did not dare to run. So today I went and it felt better.,2026-08-06_18-04-05_hk_1786032245.fit,10,2026-08-06T16:04:15.000Z,9.000,18.34,89,189,105,,29.84,50.820408,4.403088
