workout_date,workout_type,title,notes,source_file,record_index,timestamp,elapsed_seconds,distance_m,heart_rate,power,cadence,speed,altitude,latitude,longitude
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,1,2026-04-28T05:55:01.000Z,0.000,,122,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,2,2026-04-28T05:55:03.000Z,2.000,,122,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,3,2026-04-28T05:55:04.000Z,3.000,,122,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,4,2026-04-28T05:55:05.000Z,4.000,,122,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,5,2026-04-28T05:55:07.000Z,6.000,,120,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,6,2026-04-28T05:55:08.000Z,7.000,,120,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,7,2026-04-28T05:55:10.000Z,9.000,,120,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,8,2026-04-28T05:55:13.000Z,12.000,,120,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,9,2026-04-28T05:55:16.000Z,15.000,,117,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,10,2026-04-28T05:55:18.000Z,17.000,,117,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,11,2026-04-28T05:55:19.000Z,18.000,,116,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,12,2026-04-28T05:55:21.000Z,20.000,,116,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,13,2026-04-28T05:55:22.000Z,21.000,,114,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,14,2026-04-28T05:55:23.000Z,22.000,,114,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,15,2026-04-28T05:55:26.000Z,25.000,,114,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,16,2026-04-28T05:55:28.000Z,27.000,,114,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,17,2026-04-28T05:55:29.000Z,28.000,,109,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,18,2026-04-28T05:55:31.000Z,30.000,,109,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,19,2026-04-28T05:55:33.000Z,32.000,,109,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,20,2026-04-28T05:55:36.000Z,35.000,,109,,,,,,
2026-04-28,training,Yoga and stretching,A short session as I need to prepare for the office soon.,2026-04-28_07-54-56_hk_1777355696.fit,21,2026-04-28T05:55:39.000Z,38.000,,104,,,,,,
